PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|SF_TYPE|STYLE|LOT_SIZE|ACRE|SQUARE_FEET|GARAGE_SPACES|GARAGE_PARKING|BASEMENT|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|LIV_LEVEL|LIV_DIMEN|LIV_DSCRP|DIN_LEVEL|DIN_DIMEN|DIN_DSCRP|FAM_LEVEL|FAM_DIMEN|FAM_DSCRP|KIT_LEVEL|KIT_DIMEN|KIT_DSCRP|MBR_LEVEL|MBR_DIMEN|MBR_DSCRP|BED2_LEVEL|BED2_DIMEN|BED2_DSCRP|BED3_LEVEL|BED3_DIMEN|BED3_DSCRP|BED4_LEVEL|BED4_DIMEN|BED4_DSCRP|BED5_LEVEL|BED5_DIMEN|BED5_DSCRP|BTH1_LEVEL|BTH1_DIMEN|BTH1_DSCRP|BTH2_LEVEL|BTH2_DIMEN|BTH2_DSCRP|BTH3_LEVEL|BTH3_DIMEN|BTH3_DSCRP|LAUNDRY_LEVEL|LAUNDRY_DIMEN|LAUNDRY_DSCRP|OTH1_ROOM_NAME|OTH1_LEVEL|OTH1_DIMEN|OTH1_DSCRP|OTH2_ROOM_NAME|OTH2_LEVEL|OTH2_DIMEN|OTH2_DSCRP|OTH3_ROOM_NAME|OTH3_LEVEL|OTH3_DIMEN|OTH3_DSCRP|OTH4_ROOM_NAME|OTH4_LEVEL|OTH4_DIMEN|OTH4_DSCRP|OTH5_ROOM_NAME|OTH5_LEVEL|OTH5_DIMEN|OTH5_DSCRP|OTH6_ROOM_NAME|OTH6_LEVEL|OTH6_DIMEN|OTH6_DSCRP|COUNTY|STATE|YEAR_BUILT|ASSESSMENTS|TAXES|TAX_YEAR|PARKING_FEATURE|NO_BATHS|YEAR_BUILT_DESCRP|CONSTRUCTION|ROOF_MATERIAL|COLOR|EXTERIOR_FEATURES|INTERIOR_FEATURES|FLOORING|LOT_DESCRIPTION|BASEMENT_FEATURE|ROAD_TYPE|HEAT_ZONES|HEATING|COOLING_ZONES|COOLING|ELECTRIC_FEATURE|WATER|SEWER|APPLIANCES|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|HOME_OWN_ASSOCIATION|FEE_INTERVAL|TOTAL_PARKING|SHORT_SALE_LENDER_APP_REQD
SF|72810566|BB921935|AN2383|ACT|6000000|146|W Canton St||1|104|02118|N|Stylish elegance and resort-inspired luxuries define this sophisticated South End residence on a prime block of a quiet tree-canopied street just steps from vibrant dining, shopping and culture.Staying true to its historic character, this stately townhouse has been meticulously restored and renovated, highlighting beautiful fireplaces and millwork while giving a fresh take on tradition. Tall bow and bay windows maximize the natural light and leafy views. The impressive entertaining spaces are served by a butlers pantry and renovated gourmet kitchen. 3 +bedroom suites feature luxe full-floor master quarters with a dressing room and radiant- heated marble bath. Along with the rarity of 2 car garage parking, 2 exterior spots there are 2 outdoor living spaces- sunny garden terrace off the kitchen and fabulous roof deck with panoramas of the skyline and glittering night lights giving the feel of resort living in this one-of-a-kind oasis in the heart of the city!|14|4/13/2021 7:59:00 PM|0|N||B|Q|1900|0.04|3500|2|A,C|Y|9|3|3|2|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1863|4053000|42800|2020|I|3f;2h|A|B|G||2,7,3|A|J,M|M||||D||A||A|A|A,B,C,D,G,I,J,K,L|N||N|||||N||4|N
SF|72810747|CN233154|AN4637|ACT|6585000|62|Mount Vernon||1|102|02108|N|Single family living in a premier location on the south slope of Beacon Hill, just above Louisburg Square. The classic, graceful entrance leads to ample entertaining space and stunning 10 foot floor-to-ceiling glass doors overlooking the garden. The homes eat-in kitchen opens to a deck and patio nestled in an urban oasis of abutting gardens. Other key features include private work spaces, an elevator, hardwood floors with beautiful inlays, fireplaces, an exercise room with sauna, and a top floor deck with sweeping views of the city. The light-filled owners' suite has an en-suite bath with radiant floor heating, a soaking tub, double vanity, and a separate water closet. There are 3 additional bedrooms on the upper floors, each with its own bathroom. The 5th bedroom and bathroom are at the garden level, which offers a separate entrance. A parking spot at the nearby Brimmer Garage is available for separate purchase. Experience this unique opportunity to live in the heart of Beacon Hill.|32|4/7/2021 6:46:00 PM|0|N||B|14|1450|0.03|4439|0||N|14|5|5|2|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1809|5569900|59430.83|2021||5f;2h|B|B|G||2,7,D,M,S,W,3,14|C,E,N|C,E,M,O|M,U||A|4|A,H|4|A|W|A|A|A,B,C,D,F,H,I,J,K,L|N||N|||||N||0|N
SF|72811101|TM329252|AN1224|ACT|795000|142|Wordsworth St||1|05S|02128|N|Welcome to 142 Wordsworth Street. Well maintained, gracious colonial on a quiet dead end side street. 2400 square feet spread across 4 levels. Step into the open concept first floor living area with an updated kitchen including granite counters and stainless steel appliances. Enjoy your morning coffee or dine al fresco on your 300 sq ft private deck. Space abounds in the upper two floors featuring 4/5 bedrooms. The lower level in law apartment is perfect for the extended family. Easy 3 car parking in the driveway and private backyard complete the package. Mass Save full insulation, Massport windows throughout and Roof replaced in 2013. East Boston has experienced tremendous growth in recent years. Easy walk to the Blue Line, Constitution Beach, and the East Boston Greenway.|15|4/8/2021 8:29:00 AM|0|N|Harborview|A|A|2850|0.07|2401|0||Y|8|4|3|0|N||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1910|415500|4387.66|2020|A|3f;0h|A|A|A,G||7,D||A,C,I|C|A|A|3|F,O|1|A,B|F|A|A|A,C,I,K,L|N||N||N|Y|Professionally measured, Includes lower level|N||3|N
SF|72811960|CN216800|BB5919|ACT|3500000|19|Charles River Sq||1|102|02114|N|Located at the foot of Beacon Hill you will find Charles River Square, a private cul-de-sac lined with Georgian Revival styled town houses built in 1910. This city enclave features a beautiful landscaped island and a private parking space at the entrance of this home. Owned for many years by one family that carefully maintained this perfectly laid out four floor city home. The home features 3+ bedrooms, 2.5 baths, eat-in kitchen, library, family room, dining room, spacious living room, finished basement and private rooftop deck with stunning views of the city and adjacent Esplanade.Easy access to shops along Charles Street, Wholefoods, MGH, Esplanade and public transportation.|14|4/9/2021 6:33:00 AM|0|N||B|2|990|0.02|2984|0||Y|12|3|2|1||1|23X12|C,M|2|12X19|C,W,K|2|12X12|V,M|2|10X11|7|3|23X10|V,M|3|12X12|V,M|3|11X7|V,M|||||||2||A,19|3||A,21|B||B|B||12,V,78|EXC|B|10X12|L|||||||||OTH|B|29X9|V,L|OTH|B|10X10||OTH|B|13X8||Suffolk|MA|1910|3398400|35887|2020|I|2f;1h|A|B|G||2,Y||A,C|C,M|A|||B||A||A|A|A,C,I,K,L|N||Y|N|N|||Y|B|1|N
SF|72812774|NB113256|AN3455|ACT|734000|344|Geneva Ave||1|002|02122|N|Updated Single family in the Heart of Dorchester within easy access to restaurants, supermarkets, bars, local shopping, park, beach, and walking distance to the Train station.  The home features a great layout which consist of foyer, living room, Dining room with original stain glass, updated eat in Kitchen with contrasting cabinets, backsplash, granite countertop, High ceilings, Hardwood floors on all levels.and recess lighting through out the home. There are 5 large bedrooms and a bonus (Kids room or office),3 Full Baths and a  finished basement which offers more living square footage with a full size bathroom, laundry area, and a full walkout door  Gas boiler, base board Heating , 4 Zones and 200 Amp electric service.  Maintenance free exterior with New Vinyl siding & windows installed 2 years ago.|27|4/25/2021 8:11:00 PM|0|N||A|A|2787|0.06|2134|0||Y|8|6|3|0||1||9,11,X,2,27|1||A,K,58,X,2||||1||K,U,33,2,41,48|2|||2||H,V,K,11|2|||3|||3|||B|||1|||2|||B||L|||||||||||||||||||||||||Suffolk|MA|1920|309400|3267|2020|A,V|3f;0h|A,D,G|A|A|Green|A,D,N,W,21|D,N,R,S,T|A,M|C|A,D,J|A,C,E||D,N||B|H|A|A|C,D,F,H,I|N||N|||||||1|N
SF|72815618|BB904054|BB5984|ACT|7900000|385|Beacon Street||1|101|02116|N|This showcase townhouse in the heart of Back Bay has been completely renovated and impeccably designed to create the perfect combination of modern conveniences and historic grandeur. A private elevator serves all five levels of the home, which are topped by a full stair with motorized glass door hatch that opens to the spacious private deck with panoramic city views. The elegantly appointed interiors include 4 bedrooms and 3 full and 2 half baths with the entire third level dedicated to the Master and a full suite on the garden level ideal for au pair or guest use. Features include a beautiful custom eat-in kitchen on the parlor level, oversized formal living and dining rooms, 7 elegant fireplaces, bay windows on the front and rear facades, sophisticated millwork throughout, a home gym or bonus room, a suburban sized laundry room, and a mudroom connecting to the homes landscaped garden and two full side-by-side parking spaces.|23|4/15/2021 4:50:00 PM|0|N||B|P|2016|0.05|5165|0||N|12|4|3|2|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1899|5645400|60796.58|2021|A|3f;2h|B|||Brownstone|2|||K||||B||A||A|A||N||||||Total|N||2|N
SF|72815807|BB803079|BB9063|ACT|930000|148|Bunker Hill Street||1|018|02129|N|Perfect combination of modern taste and historic detail abound in this spacious Monument Square area home. Beautifully-renovated open concept living/dining "great room" with gleaming hardwood floors. Sunny and spacious south-facing kitchen with bay window, slider, herringbone marble backsplash, granite counters, 36-inch farmhouse sink and stainless-steel appliances. Stunning bath with quartz countertop, Carrara marble floor with walk-in shower. Exposed brick walls up to full gut-renovated second floor with high ceilings and skylight. Spa-like bath with floating double vanity & insert shower shelf. Well maintained with updated plumbing and electrical, two-zone efficiency heating/air conditioning, updated windows, spray-foam insulation, upgraded crown/baseboard molding, recessed lights. Great location for commuters. Rental garage parking available nearby.|23|5/19/2021 7:05:00 PM|0|N||B|Q,P|1100|0.03|1580|0||N|7|4|2|0||1||K,4,47|||C,K,44,47,48,67||||1||W,K,9,N,U,33,26,44,51,57,60,67|2||M,27,47,48|2||M,27,47,48|2||M,27,47,48|2||M,27,47,48||||1||A,19,U,47,48|2||A,14,21,L,U,47,48||||1||||1||39,48,57|||||||||||||||||||||Suffolk|MA|1890|492400|5199.74|2020|D|2f;0h|B|A|A|Blue|||A,C,E|K||A|2|A,B,8|2|A,T|D|A|A|A,C,D,F,I,K,L,R,S,T|N|||||||N||0|N
SF|72816934|CN202794|AN0499|ACT|3480000|144|Mt Vernon Street||1|102|02108|N|A sensational Flat-of-the-Hill single family! This wonderful home has 4+ bedrooms, 3 full and 2 half baths, as well as three private outdoor spaces. The First-floor kitchen boasts granite counters, stainless appliances and is open to a family room and separate dining area. The living level opens to an enclosed patio and includes a powder room, large foyer, and abundant storage. The second level double-parlor is complete with floor-to-ceiling windows with views over Mt Vernon, built-in cabinetry, fireplace, and tall ceilings. An additional media room on the second floor has access to a private deck, a wet bar, and a powder room. The 3rd-floor master suite has its own beautifully designed full bath clad in marble and a study that could be well used as a 4th bedroom. The top floor offers two generous bedrooms, each with its own full bath as well as a large laundry area. A full staircase leads to a rooftop deck!|17|4/19/2021 1:50:00 PM|0|N|Beacon Hill|B|A|1|0|2768|0||N|8|4|3|2|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1911|3024500|32271|2021|D|3f;2h|A|||||||W||||G||A||A|A||N||||||+/-|||0|N
SF|72817003|TM342037|AN6219|ACT|670000|5|Delford||1|008|02131|N|Great Attached Single Family Row house with an ACCESSORY LOT INCLUDED IN THE SALE (41-43 ARCHDALE ST) that affords expansion of the property. The home features an updated Kitchen, living room and 1/2 bath on the 1st floor. 3 Bedrooms on the 2nd floor and a full bath. Hardwood/Vinyl Flooring throughout the property. The property features rear fenced-in patio area and off-street parking for 3 cars. There is a additional finished living space and a 3/4 bath in the basement. The additional lot is 3520 SF and has the ability to increase the size of the home as an addition (Buyer and Buyer's agent to do their Due Diligence) and space also provide a nice green area. The property is located within close proximity to Shopping Centers, Brigham and Women's Hospital. Two T-stations: Forest Hills T-Station and Roslindale Village Purple Line. Franklin Park and Arnold Arboretum Park are within close proximity to the subject property.|23|4/19/2021 3:28:00 PM|0|N||B|Q,P|1990|0.05|1080|0||Y|7|3|2|1|N|1|||1||||||1|||2|||2|||2|||||||||2||A|B||13|1||B|B|||BNS|B||L|||||||||||||||||||||Suffolk|MA|1950|329700|3481.63|2020|A,N|2f;1h|A||A|Light Grey|E,O,W||M|A,H,P|A,D,F,G,R|A||N||H|D|A|A|A,C,I|N||N||||Finished basement not included in Living Area|N||3|N
SF|72818745|BB803059|AN4643|ACT|7999000|311|Marlborough St||1|101|02116|N|Step into this grand foyer and you're embraced by graciousness. This showcase classic brownstone has been completely renovated and beautifully maintained, preserving the beauty and grandeur of yesteryear while melding it with modern conveniences and style. A true chef's kitchen awaits, wide and sunny with a large island, tons of work space and beautiful high-end appliances. His and her offices, one with a wet bar, are a much-needed feature in today's world, and the billiards room with a gas fireplace, custom mahogany floors, walls and ceilings that have been brilliantly designed to evoke a ship captain's quarters. There's a sweet private walled courtyard that leads to the two car garage and is perfect for entertaining or morning coffee. Full roof access if you'd like to put in a deck! This is your dream home, just a short distance to Newbury Street, the public gardens and the Charles River.|27|4/22/2021 6:26:00 AM|0|N||B|H|2016|0.05|4748|2|B,E|Y|10|4|3|2|Y|||C,K|||K,74|||K,X|||C,K,U,5,49,53,76|||A,C,52|||C,K|||C,K|||A||||||||||||||||GRM|||C,K,8,59|HMO|||B,C|STU|||K,8,59,67,74||||K|||||||||Suffolk|MA|1900|4975700|52543|2020|A,I|3f;2h|B|B|D,G|brick|E,M,U,3|C,D,F,N,Q|A|M|A|A|11|B|11|A||A|A|A,C,D,E,F,I,J,K,L,Q,V,Y|N||N||||total area as per public record|||2|N
SF|72819957|BB903802|NB9421|ACT|4595000|199|Saint Botolph St||1|104|02115|N|Rare opportunity to acquire a townhouse with legal income unit which strikes a perfect balance between traditional craftsmanship and modern amenities. Utilizing a first floor layout which is a staggering 70 feet in depth, this home boasts spacious entertaining rooms and a flexible layout which leave little for one to wish for. The living room, dining room and main foyer are all equipped with fireplaces. No expense has been spared on the features and finishes of this home.  In addition to 3 outdoor spaces and a heated, garage, other amenities include the programmable Litetouch lighting system throughout, structured cable system and hardwired speakers in the entertaining rooms, master bedroom & master bath. The lower level features a private suite with full kitchen, bath and a private entrance.  Due to the homes size, there is a main kitchen and two kitchenettes as well as two laundry areas. Covid-19 guidelines to be observed during viewings.|30|4/23/2021 11:30:00 PM|0|N||B|Q|2200|0.05|4500|1||Y|12|4|4|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1880|4147000|43792|2020||4f;1h|B||G|Brick||||K|||4|A,B,H,I||A||A|A||N||||N||According to tax records: Gross sq. footage is 5,538.  Finished living space is 4,421.|N||3|N
SF|72820580|CN200406|BB3087|ACT|1000000|32|Grew Avenue||1|008|02131|N|Well-cared for colonial with newer heating system and expansive garage on an oversized lot with paved driveway being sold in as is condition with adjoining pre-existing 10,111 square foot lot, MLS 72820581. The property is ideal for a small business owner and the property has ample parking. The garage on this parcel includes a compressor, pellet stove and oil-fired furnace. There is a second garage located on the adjoining parcel with excellent storage in the rafters. Endless opportunity abound. Email listing agent for showing details.|23|6/2/2021 9:13:00 PM|0|N||A|A|9346|0.21|1886|6|B,F,G,H,P|Y|6|3|1|1|N||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1880|599900|3270|2021|A,L,N|1f;1h|D|||Beige|B|||C,H,P|A,G,I,Q|A|2|F|0|B|C|A|A||N||N||N||not including 2 rooms in the attic|N||16|N
SF|72820793|TM009294|NB1524|ACT|5495000|138|St Botolph Street||1|104|02115|N|Beautifully restored single family townhouse located in the heart of the Saint Botolph St neighborhood. Gracious entry vestibule with quartersawn woodwork, crown moldings, hardwood floors, gas fireplace & grand staircase. The details continue into the large front living room with a gas fireplace & original tile surrounds. Oak pocket doors lead to the intimate dining room with fireplace. The eat-in kitchen is finished with all custom cabinetry, Sub-Zero, six burner Viking range & granite counters, walk-out private deck with stairs to parking, convenient half bath & butler's pantry. Spacious second floor master suite with custom walk-in closet, spa like bath with soaking tub, large glass enclosed steam shower. Same level library/family room with wood burning fireplace, ideal for home office. Top floor bedroom level with junior suite, two additional bedrooms & full bath. Garden level apartment with patio ideal for guest, au-pair or playroom. Deeded parking, central a/c & a/v, wine cellar.|40|5/4/2021 5:51:00 PM|0|N||B|H|2137|0.05|5098|0||Y|13|5|4|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1887|3818700|37957.77|2021|I|4f;1h|A|B|G||C,E|C,D|A,M|I|E|A|2|B|1|A||A|A|A,C,D,I,J,K,L|N||N||N||Measured by National Floor Plan & includes storage/mechanical room.|N||1|N
SF|72822198|TM009294|NB1524|ACT|3595000|140|W Newton Street||1|104|02118|N|South End townhouse with street level one bedroom apartment. Owner's upper triplex with grand parlor level kitchen, dining & living level with original Victorian detail throughout; ornate plaster moldings, marble mantels and wood door & window casings. Beautiful formal dining room leads to custom kitchen with all stainless appliances & great storage. The living room is open & bright leading directly onto a large deck that enjoys Western exposure sunlight & has direct access to the garden & parking. The second floor bedroom level has two generous bedrooms with great closet space. The full bathroom is all tile with a deep soaking tub. The third floor opens to an inviting family room with a wall of windows & large skylight. The top floor bedroom is a private oasis with adjacent full bath with beautiful custom tile work & glass enclosed shower. The apartment has a private entrance & is ideal for home office, au pair or income. There is a full basement leading to the deep garden & parking.|32|4/28/2021 3:19:00 PM|0|N||B|H|1615|0.04|3387|0||Y|12|4|3|0|N||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1850|2618900|25027.89|2021|I|3f;0h|B|B|G||C,E|D|A|I|Q|A|3|F|0|H||A|A|A,C,I,K,L|N||N||N||includes basement|N||1|N
SF|72823302|BB801321|AN2593|ACT|4250000|129|Pinckney St||1|102|02114|N|A gracious example of fine period architecture in the most desirable neighborhood. This handsome brick and granite five-story, 4,188sqft single-family townhouse is located on the most desirable Beacon Hill, Bostons most prized residential neighborhood. Within easy walking distance of Back Bay and downtown attractions, it is just around the corner from Charles St, the Charles River and The Esplanade, in a quiet, sun-filled location on the Flat Of The Hill. Built in 1878 and beautifully maintained, it shows off the fine materials and craftsmanship of that time. 12-foot ceilings crown spacious rooms, 8 fireplaces of which many have their original white marble mantles. Configured for four bedrooms, it can easily become a five or six-bedroom home. There is a vast amount of storage in original built-ins. Updated systems include air conditioning on the upper floors. The property includes one of Beacon Hills legendary hidden gardens and lower level living space with its own separate access|32|4/29/2021 4:52:00 PM|0|N||B|H,5|1090|0.03|4188|0||N|10|5|3|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1900|3788700|40009|2020|B,D|3f;1h|B|B||Brick|D|C,D,R|C,M,Q|M,S,W||A|3|D,F,N|1|A||A|A|A,C,D,F,I,J,K,L|N||N||||A wonderful & engaging layout for todays family w an office & a complete guest suite w brick patio|N||1|N
SF|72823745|CN209245|AN2383|ACT|4199000|5|Worcester Sq||1|104|02118|N|Be prepared to be AWED. Brokers OH Thursday 4-6 pm! Welcome to historic Worcester Square.  The quintessential Boston neighborhood.  Beautiful brick townhouses line the streets and 5 Worcester Square is the iconic urban design that epitomizes the South End.  This SF home boasts six levels of living space, 24 feet in width, with ceiling heights up to 11 1/2 feet.  Featuring five large bedrooms, three full baths, 5 half-baths, 7 marble fireplace mantels, 3 offices, hardwood floors, central air and generous sized rooms throughout.  Greek revival moldings and detail adorn the living room, dining room and the elegant library.  Kitchen is suited for a professional chef! This awe inspiring kitchen features professional appliances, period cabinet work, soapstone counter tops, a marble topped island and pantries for ample storage.  Ideally close to boutique shops, great restaurants, bars and the SoWa art district.  Minutes walk to your favorite sites.|15|4/30/2021 12:33:00 PM|0|N|In the heart of South End|B|Q,V,P|2040|0.05|5808|0||Y|15|6|3|5|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1890|3997700|42215.7|2020|A,D|3f;5h|A|B||||N|A,C,E,F,M|C|A,F,G,M|A,C||A,B||A,F|A|A|A|A,B,C,D,E,F,G,H,I,J,K,L,U|N|||||||N||3|N
SF|72824028|BB923190|M95266|ACT|988000|74|EDWIN||1|04S|02124|U|Rare big lots for development opportunity in Dorchester!  Single-family home and a level corner lot in Ashmont neighborhood closed to Adam Village/Neponset/Dorchester Center and just 0.6 mile to Ashmont T Station.  The total sqft of the two properties is 5,813 sq.ft. and ample parking spaces.  The single house with living area 1,977 sq.ft. (lot: 3,272 sq.ft) has had a construction permit to be converted to a 2-family dwelling.  The house has 3 levels living, high ceiling, 3 years old heating system, needs TLC, and sold as is.  The joined lot has 2,541 sq.ft.  Buyer and buyers agent responsible for their own due diligence for what can be done with the properties.|28|6/5/2021 8:21:00 PM|0|N|Dorchester/Ashmont|A|A|5813|0.13|1977|0||Y|8|3|1|2|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1920|482900|2006.96|2021|A,N|1f;2h|B||A,H|Yellow|A,W|D|I,J,M,S|A,P,S|A,D,J|A,I||A,B||A|A,B,D|A|A|A,D,F,I,K,L|N||N||||Living area from public record.|||6|U
SF|72824309|TM009294|NB1524|ACT|6795000|146|W Newton Street||1|104|02118|N|One of Boston's most outstanding single family renovations. This elegant modernist residence has five floors, three terraces and a garden, four large bedrooms (potential for five), three and a half baths and two full parking spaces. Three of the house's five floors are extended at the rear, making a larger set of rooms than normally possible. The house has every amenity, from whole house water filtration and sound/video and alarm systems to custom made mahogany windows, in addition to beautifully detailed custom cabinetry and hardware throughout.  The living room and library have ceilings of over 10 feet with floor to ceiling windows, a walk-out terrace, a wood-burning fireplace and a wet bar. The eat-in kitchen has a wall of French doors that open out to a terrace, ideal for outdoor dining, as well as direct access to the parking. The full-floor primary suite has a private terrace and the garden level has a guest suite with a full kitchen, a custom wine cellar and ample storage.|42|5/2/2021 4:08:00 PM|0|N||B|D,Q|1900|0.04|4535|0||Y|16|5|3|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1867|3577600|35359.5|2021|I|3f;1h|B|B,C|D,G||7,D,G,W,3|C,D,F,N,P,I|M|M|A,D,F|C|14|F,H,Y|2|A||A|A|B,C,D,F,H,I,J,K,L,M,Q,Y|N||N||||Does not include three rear terraces.|||2|N
SF|72824960|NB111660|AN1473|ACT|799900|122|Summit St||1|05F|02136|N|Beautiful colonial freshly painted with off-street parking in Fairmount Hill.  Unpack in this well maintained home which features hardwood floors throughout, open floor plan concept with bright open island kitchen with adjacent dining room.   Enjoy extra space and room to grow in the fully finished basement and fully finished attic.  House is situated on a beautiful street and minutes away from the commuter rail, shopping, parks and recreation.  Additional photos to come.|1|5/4/2021 12:01:00 AM|0|N||A|A|6100|0.14|2040|0||Y|7|3|2|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|2000|570400|6023|2020||2f;1h|B|||||||C||||B||B||A|A||N||||||does not include fully finished basement or fully finished attic|||4|N
SF|72825403|BB900774|BB4624|ACT|1099000|169|W 3Rd St||1|005|02127|N|Spacious 4 bedroom end unit single family in a great location. Walking distance to the Seaport & Flaherty Park - Features 3 levels of living with a full bath on the first and second floors. 2 bedrooms on each the 2nd and 3rd floor with plenty of closet space. Open floor plan from the living room, to the dining room, and into the newer kitchen which overlooks fenced in back yard. Good size shed and basement provide plenty of storage. Home owner was not ready for interior pictures yet but home is in well kept condition. Needs a bit of updating but great home|3|5/4/2021 3:59:00 PM|0|N||B|P|1296|0.03|1776|0||Y|7|4|2|0||1||M|1||K||||1||K|2|||2|||3|||3||||||1||A|2||A|||||||||||||||||||||||||||||||Suffolk|MA|1900|665500|7028|2020||2f;0h|B||||7,O,W|||P,S|A|||D||H||A|A||N||N|||||||0|N
SF|72825447|CN209957|BB5918|ACT|7749000|445|Marlborough St||1|101|02115|N|445 Marlborough is an exquisite single-family townhome on the sunny side of one of Back Bays most desirable streets. Enter the 1885 building to find a surprisingly warm contemporary aesthetic masterfully renovated by famed Boston Architect, Hacin & Associates. Access 6,200+/- sq.ft. on five levels of living via a striking staircase or an interior elevator that services all five levels. The open concept living, dining & kitchen encompass an entire level, offering an expansive feel to the spaces you will use most often. Four private bedrooms all offer en-suite baths. There are separate suites for in-laws and au-pairs. The living space also features three fireplaces, two offices, a playroom, gym & two half-baths. Enjoy two inviting roof decks with incredible city views and gas grill hookups. Modern conveniences include Smart-Home technology and an upgraded HVAC system. There is an attached two-car garage and two additional parking spaces.|30|5/4/2021 4:49:00 PM|0|N|Back Bay|B|P|2216|0.05|6202|2|A|Y|12|4|4|2|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1885|4824200|51978|2021|A|4f;2h|B|B|||A,C,3|W||K|D|||B||A||A|A|A,B,C,D,I,J,K,L|N|||||Y|Sq.ft includes interior garage &measured from architectural drawings.ADDT'L 1000+ sqft outdoor space|N||4|N
SF|72826351|BB900822|BB5919|ACT|6900000|1|Fairfield Street||1|101|02116|N|Rare 30 foot wide corner single-family residence with traditional 19th century integrity. This home is located in the heart of Back Bay in one of Bostons most convenient coveted neighborhoods between Beacon and Marlborough Street. Detail can be found throughout the home which features 5+ bedrooms 4 full bathrooms , elevator and multiple living spaces complete with in-law apartment. This unique property awaits a complete renovation to modern specifications and comes with 2 deeded parking spaces.|9|5/5/2021 4:28:00 PM|0|N||B|P|1994|0.05|5500|0||Y|18|5|4|0|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1870|4630300|49888|2021||4f;0h|B||||||M|A|D,M||5|D,N|4|A||A|A||N||N|||||||2|N
SF|72826503|CN228474|AN2383|ACT|799900|189|West Sixth St||1|005|02127|N|Southie Single family in the City.  You will love this move in ready home.  Forget condo associations & condo fees.  Entertain your friends & family in this beautiful 3b/2b home, large kitchen, large dining room and living room, walk up stairs to your 3 bedrooms with original wide plank wood floors and high ceilings.  This space has updates galore, windows, deck, new water heater and paint, move right in and start your entertaining.  While you are the host bring your guests out to your fantastic large deck & enjoy the weather while you grill.  Full basement you can finish for more living space or storage.  This family home was loved and well taken care of.  Close to broadway and Steps to all the restaurants, shops and entertainment Southie is known for.  A quick jaunt down to the beach, close to transportation to the seaport or downtown and highway you'll never be far from anything.  Invest in Southie before the market picks up again and interest rates skyrocket.|17|5/5/2021 7:30:00 PM|0|N|South Boston|B|14|1500|0.03|1406|0||Y|8|3|2|0||1|||1||||||1|||2|||2|||2||||||||||||||||||1|||||||||||||||||||||||||||Suffolk|MA|1890|538600|2609.11|2021|B,D,V|2f;0h|A|A,C|A,G||A,C,D,M,U,W,14|D,R,S,V|A,C,D,M|K|A,F|A||B,N||B|A|A|A|A,C,F,I,J,K,L|N|||||||||0|N
