PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|CC_TYPE|STYLE|NO_LIVING_LEVELS|LOT_SIZE|ACRE|SQUARE_FEET|BASEMENT|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|LIV_LEVEL|LIV_DIMEN|LIV_DSCRP|DIN_LEVEL|DIN_DIMEN|DIN_DSCRP|FAM_LEVEL|FAM_DIMEN|FAM_DSCRP|KIT_LEVEL|KIT_DIMEN|KIT_DSCRP|MBR_LEVEL|MBR_DIMEN|MBR_DSCRP|BED2_LEVEL|BED2_DIMEN|BED2_DSCRP|BED3_LEVEL|BED3_DIMEN|BED3_DSCRP|BED4_LEVEL|BED4_DIMEN|BED4_DSCRP|BTH1_LEVEL|BTH1_DIMEN|BTH1_DSCRP|BTH2_LEVEL|BTH2_DIMEN|BTH2_DSCRP|LAUNDRY_LEVEL|LAUNDRY_DIMEN|LAUNDRY_DSCRP|OTH1_ROOM_NAME|OTH1_LEVEL|OTH1_DIMEN|OTH1_DSCRP|OTH2_ROOM_NAME|OTH2_LEVEL|OTH2_DIMEN|OTH2_DSCRP|OTH3_ROOM_NAME|OTH3_LEVEL|OTH3_DIMEN|OTH3_DSCRP|OTH4_ROOM_NAME|OTH4_LEVEL|OTH4_DIMEN|OTH4_DSCRP|OTH5_ROOM_NAME|OTH5_LEVEL|OTH5_DIMEN|OTH5_DSCRP|OTH6_ROOM_NAME|OTH6_LEVEL|OTH6_DIMEN|OTH6_DSCRP|FEE_INTERVAL|BED5_LEVEL|BED5_DIMEN|BED5_DSCRP|BTH3_LEVEL|BTH3_DIMEN|BTH3_DSCRP|COUNTY|STATE|ASSESSMENTS|TAXES|TAX_YEAR|HOA_FEE|UNIT_LEVEL|GARAGE_SPACES|GARAGE_PARKING|PARKING_SPACES|PARKING_FEATURE|NO_BATHS|FLOORING|CONSTRUCTION|EXTERIOR_UNIT_FEATURES|INTERIOR_FEATURES|HEAT_ZONES|HEATING|COOLING_ZONES|COOLING|ELECTRIC_FEATURE|WATER|SEWER|APPLIANCES|NO_UNITS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|TOTAL_PARKING|SHORT_SALE_LENDER_APP_REQD
CC|72728694|TM002210|AN2593|ACT|475000|354|Beacon St|1|1|101|02116|N|Looking for a fabulous pied-e-terre, or are you a first time home buyer, this is the unit for you. Front facing, spacious studio on the sunny side of Beacon St. in the heart of Back Bay. Modern kitchen, hardwood floors throughout and a decorative fireplace. Extra storage and laundry in the building. Professionally managed association. Walk to the Esplanade, Public Garden, Boston Common, Newbury St., Prudential Center, shops and entertainment. Close to Storrow Drive, I-90, I-93 and all public transportation.|9|10/16/2020 10:08:00 AM|0|N||A|C|1|||440|N|2|0|1|0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|394500|4165.92|2020|296.08|1|0||0||1f;0h|M|||||A,F||B||A|A||10|N|||||||0|N
CC|72730851|NB110095|NB1079|ACT|995000|21|Hancock|4|1|102|02114|N|This bright, attractive penthouse apartment is situated in an 8 unit, 2 building condominium association. The duplex apartment has two bedrooms, a modern kitchen, a dining area, a w/d and a Nest system. The lovely living room leads to a small private deck. The professionally managed building has had many upgrades in recent years including a new fire escape, roof and total repointing.|13|9/24/2020 12:38:00 PM|0|N||A|B|2|||1000|N|4|2|1|0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|682500|6556.84|2020|351.58|4|0||0|D|1f;0h|||Z,O|||G||A||A|A||8|N|||||||0|N
CC|72731040|C8001106|AN6192|ACT|2175000|151|Beacon Street|2|1|101|02116|N|Gorgeous 2 bedroom, 2.5 bath duplex, over 1800SF, with private outdoor space and deeded parking on the corner of Berkley and Beacon! Newly renovated kitchen with white quartz, Subzero, double ovens, Thermador gas cooktop, Bosch DW, custom cabinets and separate dining room with gas fireplace and window seat. Amazing detail throughout the residence, 11' ceilings, bay windows with custom window treatments, triple crown molding, recessed lighting, hardwood floors and spacious living room with gas fireplace,. Large master suite and luxurious master bath with shower and soaking tub, custom built-ins and closets and private outdoor patio. The second bedroom has en-suite bath and custom office area. Central AC, washer/dryer and plenty of in-unit storage. Building Elevator brings you to your deeded parking spot. Steps from the Boston Garden, restaurants, transportation, shopping and everything the City has to offer!|25|4/6/2021 7:35:00 PM|0|N||A|X|2|||1836|Y|5|2|2|1|Y|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1707500|15151.41|2020|693.25|1|0||1|C,F|2f;1h|||D|||A||A||A|A||6|N|||||||1|N
CC|72731701|CN205317|NB3599|ACT|635000|534|Beacon Street|1002|1|101|02215|N|Don't miss this amazing investment opportunity. The condo has a tenant in place until August 2022 so you have immediate income. Top floor penthouse unit at the Charlesview, with $2M of recent building improvements.  The kitchen is thoughtfully designed with full-sized appliances, a dishwasher & a breakfast bar, perfect for all those at home meals these days! Bright & crisp bathroom with white tile. Generous sized bedroom fits a queen bed along with a desk or home office set up, complete with ample closet space. Amenities in this pet-friendly, two elevator building include a delightful concierge, central AC, common laundry, trash/recycling on each floor. Close to Charles River Esplanade, Newbury St, the T, Trader Joe's & many neighborhood restaurants and bars.  Heat, hot water & AC are covered in the condo fee. Professionally managed.|9|9/24/2020 8:02:00 AM|0|N||A|G|1|||514|N|4|1|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|555500|5866|2020|529|10|0||0||1f;0h|E,M|C||G|1|B|1|A|D|A|A||67|N||N||||1 bedroom, 1 bathroom, kitchen, livingroom|0|N
CC|72732712|CN206554|AN5279|ACT|1925000|380|Harrison Ave.|PH1L|1|104|02118|N|Welcome home to your 2-bedroom, 2-bathroom home which includes a dedicated parking space. This home offers dramatic floor to ceiling windows facing East providing an abundance of warmth and natural light. This home features an open design that is ideal for entertaining in your kitchen, dining and living space and includes a built-in Sub-zero wine refrigerator. The bedrooms are located on separate wings and there is a stunning powder room with custom gun metal finishes and full height marble accent wall. A self-park parking space is also included with this offering. The Quinn brings a new standard of living to the South End. A suite of hospitality-focused services offers everything from personal errands to private event coordination, so you can live effortlessly. Building amenities include an indoor lap pool, sauna, and an 8,000-sf fitness center with a bouldering wall and squash court, a billiards room, game room, playroom, and a landscaped roof terrace. Delivery is early spring 2021!|15|3/31/2021 1:24:00 PM|0|N||A|F|1|||1210|N|4|2|2|1|Y|1|18X13|9,27,42,60|1||9||||1|11X9|K,T,U,5,27,42,44,47,59,60|1|12X12|K||12X11|K|||||||1||A,22,H,3,U,36|1||21||||1QB|||B,3|||||||||||||||||||||A|||||||Suffolk|MA|0|10.56|2020|1718|13|1|C,G|0||2f;1h|J,U|B,C|M,4,F,O|D|2|A,B,G,I,J,N|2|A|A|A|A|A,C,D,F,H,I,K,L,P,Q,R,S,T,1|101|N||N||N||Building is in pre-construction phase. All dimensions and features subject to change.|1|N
CC|72735551|BB904015|AN6192|ACT|2200000|274|Beacon|6F|1|101|02116|N|Built in 1929 as a 10 story, 16 unit apartment house, 274 Beacon Street became a co-operative in 1951.  The sixth floor front is a lovely two bedroom residence in a   prestigious, elevator,  doorman building, on the sunny side of Beacon Street.  Gracious entry foyer.  Beautiful, sun filled living room with fireplace and adjoining dining room with   fireplace.  Home office or study with ample built-ins. Recently renovated kitchen by Paine Bouchier, with gas cooking.  Adjacent pantry and laundry.  Storage closets.  Two full baths.  Great location on waterside Beacon.  Close to shops on Newbury Street, Star Market,The Boston Public Library , the Esplanade and the Green Line.|10|10/1/2020 10:24:00 AM|0|N||B|M|1|0|0|1890|Y|6|2|2|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|0|0|00|4727|6|0||1|A|2f;0h|M|||||C,I||A||A|A||16|N||N||U|||1|N
CC|72736800|BB904054|BB5984|ACT|7200000|81|Beacon|PH|1|102|02108|N|Spectacular full-floor penthouse residence located within a premier concierge building overlooking the Public Garden. This elegant co-op boasts direct elevator access and an expansive floor plan that incorporates front-facing living and entertaining rooms offering magnificent views of the Public Garden, Common and city skyline; a central, suburban-sized eat-in kitchen with stunning Charles River views; three-plus bedrooms; laundry room; five fireplaces; and abundant closet storage throughout. This classically scaled and detailed home is complete with a live-in superintendent, extra storage, and one-garage parking space steps from this prime Flat-of-the-Hill location.|30|11/5/2020 11:15:00 AM|0|N||B|G|1|||3300|N|8|3|4|0|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|999999999|99999999|9999|6196|10|1||0||4f;0h||||||A||A||A|A||9|N||Y|N||||1|N
CC|72737656|BB902269|BB2340|ACT|900000|210|Lincoln St.|602|1|112|02111|N|One-of-a-kind living space! Loft w/12-ft ceilings in  Leather District.  Expansive living room with lots of glass faceing south and looking at a spectacular view.  Master bedroom with his-and-her closets and en-suite bath. Separated library area with built-in shelves and bookcases.  Study area could easily convert to a second bedroom. Quartz kitchen with island, stainless appliances. The original hardwood flooring has a rich patina throughout the unit. Laundry with linen closet. Every area is wide and generous: halls, ample closets, big open space! Unique neighborhood listed on the National Register of Historic Places; this unit features many of the original brick and industrial architectural elements in its design. Walking distance of financial centers, downtown, the Seaport, Theater District, Chinatown, the Greenway and Boston Common. Less than 10 minute ride to the airport. This is city living at its best|12|1/9/2021 9:46:00 AM|0|N||A|G,N|1|||1318|N|3|1|1|0|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|722100|3845.54|2021|528.53|6|0||0|D|1f;0h|A,M|||D,G,W||A,F,N||A,D,I||A|A|A,C,F,I,K,L|32|N||N|||||0|N
CC|72738231|CT006020|AN2459|ACT|1430000|85|E India Row|32C|1||02110|N|Recently renovated highly sought-after water facing C unit at 32nd floor is a real gem, with stone framed windows and bathrooms, mahogney hardwood floor, and kitchen cabinets. The most outstanding features are the huge east facing/harbor-viewing windows in the living room and master bedroom, and a south facing bedroom, with a balcony overlooking the harbor, seaports and financial district high-rise skyscrapers.     The harbor tower is located right next to the Aquarian with easy access to the Blue Line subway, I-93, and Logan airport.    In addition, there are a courtyard, garden, swimming pool and BBQ area for the residents, and a discounted parking space to rent for the Harbor Tower owners.    Brand new washer and dryer were just installed inside the unit.|27|2/5/2021 5:35:00 PM|0|N||A|F|1|1233|0.03|1233|N|6|2|1|1|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|779401|8215|2019|1400|32|0||0||1f;1h||||||A,C||A||A|A|K,L|150|Y|F,G,H,R|Y|||||0|N
CC|72738489|CT000974|NB4939|ACT|1050000|15|Blackwood|2|1|101|02115|N|This picture perfect home is located at the end of a picturesque tree-lined street in the lovely St. Botolph neighborhood-- close to all the best shopping and restaurants that the Back Bay and South End have to offer. This parlor level floor-thru features an elegant and spacious living space complete with custom plantation shutters, fireplace, and hardwood floors. The renovated kitchen has granite counters, maple cabinets and a window garden box. Both bedrooms are well proportioned and have excellent storage, one with a walk-in closet. Common Roof Deck. The building has 3 parking spaces out back that are used on a first come first serve basis.|11|10/20/2020 12:40:00 PM|0|N||A|J|1|0.03|0|1130|N|5|2|1|0|N|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|868900|9175|2020|519|1|0||0||1f;0h||||||C||C||A|A||4|N||N|||||0|N
CC|72742067|NB100037|AN4665|ACT|1379900|99|Sumner|517|1|019|02128|N|The Mark East Boston  New large 2 Bed/2 Bath with private balcony and expansive views of Boston Harbor from North End to Charlestown Navy Yard! Includes 2 Deeded parking spaces (tandem). The Mark East Boston now over 75% sold, don't miss this opportunity to own on the waterfront! Full Service  New Construction - East Bostons new vantage point - Transit Oriented, 2 minute walk from Maverick Square Blue Line MBTA (3 min to Aquarium, 5 min to State St), Water Taxi Stop 66, ReelHouse & 5 minute drive to the airport. Charming homes featuring elegant & distinctive interior finishes + pet friendly! Amenities Include: 24/7 Concierge, Fitness Center with Flex Studio, Harbor view Resident Terrace with Grills and Fire pits, Golf Simulator, Tesla Model X - Envoy Car Share, & more! Storage available for purchase on the same floor as unit. - SCHEDULE YOUR APPOINTMENT TODAY|16|10/13/2020 1:54:00 PM|0|N||A|G|1|||1108|N|5|2|2|0|Y|1|12'0X16'3"|9,11,41,44,47,50|||||||1|13'6"X9'6"||1|12'6"X12'0"|I,K,47,64|1|11'7"X12'2"|I,K,47,64|||||||1|9'7"X9'4"|A,14,19,H,64|1|7'5"X9'5"|A,21,H,64||||||||||||||||||||||||||||A|||||||Suffolk|MA|0|0|2021|972.22|5|2|C,I|0||2f;0h|C,U|||||B||A||A|A|C,D,F,H,I,J,K,L|107|Y|G|Y|F,H||||2|N
CC|72742406|TM326144|AN2383|ACT|5490000|447|Beacon St|2|1|101|02115|N|Enjoy townhouse-style living in this spectacular triplex residence spanning over 3,247SF. Featuring three heated parking spaces, with two electric car charging stations and elevator access from the parking to all three levels. The parlor level features a stunning designer kitchen flanked by a beautiful family room with a gas fireplace and a dining room with floor-to-ceiling custom built-ins, and a well-situated powder room perfect for entertaining. On the second level, you find the master suite with a one-of-a-kind marble bath and two more bedrooms, an additional bathroom servicing the 2 additional bedrooms. On the top level are two additional bedrooms, two full baths, and a fantastic media room with a modern kitchenette. This level is perfect for a work-from-home office suite. A sophisticated Savant smart home system controls all systems, media, lights, security, and music. Every inch of this home is meticulously designed by the renowned Glickman Design Studio.|24|10/13/2020 10:48:00 PM|0|N||A|J|2|||3247|N|10|5|4|1|Y|1|||1|||3|||1|||2|||2|||2|||3|||1|||2|||2|||BTH|3|||BTH|3|||MED|3|||||||||||||||A|3|||2|||Suffolk|MA|4663300|46756|2020|1394|2|0||3|C,R|4f;1h|M|B||C,D,F,Q,W||B||A||A|A|A,C,D,F,I,J,K,L,Q,Y|3|N||N||||Based on combined square footage of units 2 & 3 which has been renovated into a triplex|3|N
CC|72742781|NB100037|AN4665|ACT|499900|99|Sumner|508|1|019|02128|N|The Mark East Boston - 5th Floor South Facing Studio with views of Boston Harbor! The Mark at DeNormandie Wharf now over 75% sold. Waterfront  Full Service  New Construction -  East Bostons new vantage point - Transit Oriented, 2 minute walk from Maverick Square Blue Line MBTA (3 min to Aquarium, 5 min to State St), Water Taxi Stop 66, ReelHouse & 5 minute drive to the airport. Charming homes featuring elegant & distinctive interior finishes + pet friendly! Amenities Include: 24/7 Concierge, Fitness Center with Flex Studio, Harbor view Resident Terrace with Grills and Fire pits, Golf Simulator, Tesla Model X - Envoy Car Share, & more! Parking Available for purchase. Storage available for purchase on the same floor as unit. DON'T MISS THIS OPPORTUNITY TO OWN ON THE WATERFRONT- SCHEDULE YOUR APPOINTMENT TODAY.|15|10/14/2020 2:09:00 PM|0|N||A|G|1|||445|N|2|0|1|0||1|11'11X9'1"|V,7,47|||||||1||7,47,51|||||||||||||1|8'1"X9'1"|19,U|||||||BED|1|8'1"X9'1"|7,47|||||||||||||||||||||A|||||||Suffolk|MA|0|0|2021|349.7|5|0||0||1f;0h||||||B||A||A|A|B,C,D,F,H,I,J,K,L|107|Y|G|Y|F||||0|N
CC|72744713|CN204600|AN2383|ACT|4995000|1|Dalton Street|2803|1|101|02199|N|Introducing 2803 at "The Private Residences Four Seasons One Dalton' Back Bay. This 2 bedroom home includes 2,200 square feet on the Northeast corner of the building offering multiple exposures & views. Unique to a building of its size, a private elevator bank, shared with just one other home on the floor, leads to an 'art gallery' like foyer & rotunda serving as a focal point within the residence. The spacious living room offers one-of-a-kind curvature floor to ceiling windows with an open concept kitchen appointed in top of the line finishes. The master bedroom suite provides 3 closets plus an en-suite, 5-piece, imported stone appointed bathroom. Guest bedroom located separate from the master includes a walk-in closet plus en-suite bathroom. Enjoy all 5-star services & amenities of The Four Seasons including 24-hour concierge, 50th floor owners lounge '50/50', on-site fitness facility, indoor lap pool, golf simulator, business center, & kids activity room. 1 valet parking included.|24|10/17/2020 11:57:00 AM|0|N||A|F|1|||2226|N|4|2|2|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|0|38788.78|2021|2822.13|28|1|C|0||2f;1h|A,E||||3|A|3|A||A|A|B,C,D,F,H,I,J,K,L|160|N|||||||1|N
CC|72745645|BB900792|AN6192|ACT|6900000|1|Dalton|3501|1|101|02116|N|WOW VIEWS: The most sought after corner 3 bedroom, 3.5 bath  residence at Boston's newest  Four Seasons Private Residences One Dalton offers  floor-to-ceiling curved windows capturing a spectacular panoramic, unobstructed views of the sunset, the Charles River and beyond. A beautiful  and formal picture gallery and rotunda bursts open to an elegant and  expansive living room/dining  with stunning views, gas fireplace, gorgeous open kitchen equipped with the latest amenities and cabinetry. Large master bedroom with ensuite bath and walk-in closet, two additional bedrooms both with ensuite baths, large laundry room, powder room and private package room.The residents enjoy the five star white glove services of the Four Seasons Hotel plus the  residents amenities that include the private lounge/club room and dining, fitness center, pool, spa, golf simulator, business center, Children's room and pet spa. 2 Parking spaces.|22|10/20/2020 11:19:00 AM|0|N||A|F|1|||2630|N|9|3|3|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|0|24849.84|2020|5065.02|35|2||0||3f;1h||||||A||A||A|A||160|N||Y|||||2|N
CC|72746449|CN206554|AN5279|ACT|2799000|380|Harrison Avenue|PH1H|1|104|02118|N|Welcome to The Quinn! Take in iconic views of the Boston skyline from your 3-bedroom 2.5-bathroom home featuring a gas fireplace with Calacatta stone surround. This home includes Sub-Zero and Wolf appliances with double wall ovens and a full height wine refrigerator, a five-piece master bath with radiant heated floors, and an en-suite secondary bath.    The Quinn brings a new standard of living to the South End. A suite of hospitality-focused services offers everything from personal errands to private event coordination, so you can live effortlessly. Building amenities include an indoor lap pool, sauna, and an 8,000-sf fitness center, squash court, a billiards room, game room, childrens play room, and landscaped roof terrace with dining and BBQ areas. Multiple lounges provide space to relax and entertain.|20|3/21/2021 12:26:00 PM|0|N||A|F|1|||1551|N|5|3|2|1|Y|1|22X14|C,9,27,42|||||||1|13X9|K,T,U,5,27,42,44,47,59,60|1|12X13|I,K|1|11X11|K|1|9X12|K||||1||A,22,23,3,U|1||A,24,L,U||||1QB|1||B,L,U|||||||||||||||||||||A|||||||Suffolk|MA|0|10.56|2020|2186|13|1|C|0|E|2f;1h|J,U|B,C|M,4,F,O|D,V|2|A,B,G,I,J,N,7|2|A,D|A|A|A|A,C,D,F,H,I,K,L,P,Q,R,S,T,1|101|N||N||N||Building is in pre-construction phase. All dimensions and features subject to change.|1|N
CC|72747467|BB904203|AN6199|ACT|399000|111|Perkins|080|1|007|02130|N|Great opportunity to own this spacious, sunny, newly renovated truly turnkey 1 bedroom co-op in the highly desirable neighborhood of Jamaica Plain. This open concept floor plan is perfect for entertaining and family living. The spacious foyer lined with custom-built closets leads to the newly renovated kitchen and living/ dining area.  The living room has access to your private patio with breathtaking views and is perfect for relaxing and gathering with friends.  Enjoy the large master bedroom with a built-in closet design. Fabulous kitchen renovation with high-end appliances, 2019 bath, wood floors, and soffits throughout. This building has many luxurious amenities including a 24/7 doorman, onsite management, inground pool, tennis courts, gym.  One assigned garage parking space. This location offers easy access to Boston, Jamaica Pond, the Emerald Necklace, the Longwood medical area, restaurants, shopping, and public transportation|15|10/22/2020 8:51:00 PM|0|N||B|F|1|||845|N|4|1|1|0||1|||1||||||1|||1||||||||||||1||||||B|||||||||||||||||||||||||||A|||||||Suffolk|MA|9999|9999|2020|1204|8|1|A,C,J|0|E|1f;0h|U||G||2|M,P|2|A,H,J||A|A|A,B,C,D,I|290|N|||||||1|N
CC|72748724|NB111594|AN2383|ACT|969000|14|WEST BROADWAY|4A|1|005|02127|N|2 BED / 2 BATH w PARKING & DECK! These units are available for immediate occupancy. 14 West Broadway brings luxurious living to one of Bostons hottest neighborhoods. The residences at 14 West feature a grand porte cochere entryway staffed by professional valet, a state-of-the-art fitness center featuring Peloton bikes, and on-site security/concierge. Residents are welcome to enjoy in-home dining from the ground floor restaurant or for those who prefer al fresco options, the oversized roof deck with its striking city views is the perfect spot for dinner, drinks, and relaxation. Additional amenities include central heating/cooling, dry cleaning pick-up and delivery, dog walking, and easy access to I-93, I-90 and the red line. Located across from the Broadway T and steps to the South End and Seaport. This building is a must-see! Reach out today to schedule your tour.|19|10/26/2020 4:11:00 PM|0|N||A|F|1|||1435|N|5|2|2|0|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|0|0|2020|1985.74|4|1|C|0||2f;0h|C,M||C||2|A|2|A||A|A|A,C,D,F,I,J,K,L|49|N|||||||1|N
CC|72750827|BB921962|BB9406|ACT|7495000|212|Commonwealth Ave|2|1|101|02116|N|Brand new restoration penthouse triplex located in the heart of the Back Bay.  This property has been completely renovated to create a private two residence association. The penthouse residence encompasses the top three floors of the building and has three bedrooms three and a half bathrooms and a spectacular wide open great room with large private roof deck which includes a built-in outdoor kitchen.  Property amenities include great views of the Commonwealth Ave mall as well as the Back Bay, private elevator, two custom wet bars, gas fire place, high end appliances, finishes and detail, as well as two deeded parking spaces.  Conveniently located a short walk to all of the shops, restaurants, and retail on both Newbury and Boylston Streets.|42|5/25/2021 1:50:00 PM|0|N||A|B|3|||4131|N|11|3|3|1|Y|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|0|0|00|0|4|0|I|2||3f;1h||||||B||A||A|A||2|N||N|||||2|N
CC|72754743|CN220887|AN3335|ACT|589999|150|Staniford St|631|1||02114|N|This sun-filled end unit at West End Place has been renovated to the highest standard.   Featuring hardwood floors, crown moulding, and a renovated kitchen with top of the line appliances this home is ideal.   The unit has an open concept floor plan perfect for today's lifestyle.  This desirable elevator building offers 24hr security, concierge service, clubroom with library and kitchen, and the largest private court yard in Boston. Conveniently located and close to everything: MGH, shops, restaurants, Whole Food, T-lines, Bus, highway access, Commuter Rail North Station, Gov. center, Boston Public Market, TD Garden, science museum and more.  Parking is available to lease.  Condo fee includes property tax, heat, AC, hot water and more.|13|11/9/2020 7:24:00 AM|0|N||B|F,G|1|||796|N|4|1|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|9999|9999|2019|1408|6|0||0|P|1f;0h|C,M||O,P,14|G,M|2|A,B|2|A||A|A|A,C,I,J|183|N|||||||0|N
CC|72755589|NB115064|NB5077|ACT|499000|2|Hawthorne Place|15C|1|109|02114|U|Enjoy expansive views of the Charles river, Cambridge, Museum of Science, Zakim bridge, and the Prudential from this lovely and bright West facing 1 bedroom at Hawthorne Place.  Generous layout with open living/dining area, as well as finished balcony space perfect for home office or sleeping alcove.  Updated bathroom and great closet space throughout.  Deeded garage parking available for purchase.  Within walking distance to Beacon Hill, MGH, MEEI, North Station & Government Center, Whole Foods, and the newly constructed Hub on Causeway.  Building features 24/7 concierge, common laundry facilities, option to join the tennis club and Health club featuring fitness center and indoor & outdoor swimming pools. The West End is an urban oasis with tranquil gardens and walkways, while being located in the center of all that Downtown Boston has to offer.|15|11/10/2020 8:31:00 PM|0|N||A|F|1|||826|N|3|1|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|475900|5025.5|2020|807|15|0||0||1f;0h|C,T||O,R|D,V||B,P||A,J||A|A|A,C,D,I|505|N||||||Included balcony space that was finished and converted into livable space|0|U
CC|72756833|C9501348|AN6219|ACT|1199999|121|Portland St|906|1|102|02114|N|AMAZING 9th floor NEW CONSTRUCTION residence at the Forecaster 121! This beautiful 2 bed | 2 bath home features high ceilings, floor-to-ceiling windows, Plyboo flooring, central air, in-unit laundry & wonderful Boston Harbor views. Master bedroom offers a large, custom-designed walk-in closet & spa-like en suite bath with double vanity & glass shower enclosure. Open concept living, dining & kitchen area showcases custom, high gloss white lacquer cabinets, quartz countertops, Bosch SS appliances, gas cooking, & breakfast bar with seating for 3. Boutique building amenities include: modern, immaculate lobby & common areas, 24-hour concierge, valet parking, fitness studio, secure bike storage, clubroom for business or social gatherings & elevator. Centrally located in the Bulfinch Triangle Historic District; just steps from TD Garden, MGH, Government Center, the North End, Waterfront, West End & Beacon Hill. Convenient to North Station, Haymarket MBTA, Commuter Rail & Amtrak stations.|32|11/12/2020 6:45:00 PM|0|N||A|D,G|1|||1238|N|3|2|2|0|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|1005200|10614.91|2020|1025|9|0||0|A|2f;0h|K,U|B,C||D|1|I,U|1|A||A|A|A,C,D,E,F,I,J|80|N||Y|J||||0|N
CC|72759179|BB921481|BB5522|ACT|2795000|100|Belvidere|11C|1|101|02199|N|Gorgeous sunlight in this exquisite 2 bed / 2 bath penthouse residence. This home offers a spacious living room w/ fireplace, a kitchen w/ separate dining area and master bedroom w/ en suite bath. Immerse yourself in the luxury of Boston's finest full service residence connected to the Prudential Center & Copley Place. Ultimate services include but not limited to 24 hr concierge, doorman, two garage spaces w/ valet & self park. Relax in the beautifully appointed private library and enjoy the continental breakfast and tea time delights offered daily in the sun filled dining room. Also for your pleasure you will entertain on the lovely roof garden. This condominium is sure to delight and inspire!|17|1/4/2021 9:56:00 AM|0|N||A|G|1|||1712|N|4|2|2|0|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|2647600|28227.7|2021|3009|11|2|C|0||2f;0h||||||A||A||A|A|A,B,C,D,F,K,L|61|N|||||||2|N
CC|72759299|CN237497|NB4883|ACT|535000|42|8Th St|5212|1|NVY|02129|N|Price reduced! New paint and stainless steel appliances being installed first week of April! Fantastic opportunity to join this harborside community within the Charlestown Navy Yard. Beautifully updated, and wonderfully laid out 1-bed/1-bath unit with one (1) valet parking space in the garage. Unit 5212 has soaring 11' ceilings, huge south-facing windows, lots of storage, and oversized granite countertops opening to the living room  perfect for entertaining! The renovated bathroom has a new tiled shower, custom glass, and modern vanity. Lots of storage. Nest thermostat. HOA fees cover heat, cold/hot water, sewer, trash, and all building amenities like the outdoor pool, 24/7 concierge, full staff, outdoor grills, patio benches, a community room, business center, and full gym with four new Peloton bikes and treadmills. Updated photos to come appliances are installed.|12|4/3/2021 10:49:00 AM|0|N||A|G|1|||673|N|3|1|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|432700|4569|2020|589.44|2|1|B,K|0|A,G|1f;0h|||||1|B||A||A|A|A,C,D,I,J,Y|367|Y|G,J|N|||||1|N
