PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|CC_TYPE|STYLE|NO_LIVING_LEVELS|LOT_SIZE|ACRE|SQUARE_FEET|BASEMENT|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|LIV_LEVEL|LIV_DIMEN|LIV_DSCRP|DIN_LEVEL|DIN_DIMEN|DIN_DSCRP|FAM_LEVEL|FAM_DIMEN|FAM_DSCRP|KIT_LEVEL|KIT_DIMEN|KIT_DSCRP|MBR_LEVEL|MBR_DIMEN|MBR_DSCRP|BED2_LEVEL|BED2_DIMEN|BED2_DSCRP|BED3_LEVEL|BED3_DIMEN|BED3_DSCRP|BED4_LEVEL|BED4_DIMEN|BED4_DSCRP|BTH1_LEVEL|BTH1_DIMEN|BTH1_DSCRP|BTH2_LEVEL|BTH2_DIMEN|BTH2_DSCRP|LAUNDRY_LEVEL|LAUNDRY_DIMEN|LAUNDRY_DSCRP|OTH1_ROOM_NAME|OTH1_LEVEL|OTH1_DIMEN|OTH1_DSCRP|OTH2_ROOM_NAME|OTH2_LEVEL|OTH2_DIMEN|OTH2_DSCRP|OTH3_ROOM_NAME|OTH3_LEVEL|OTH3_DIMEN|OTH3_DSCRP|OTH4_ROOM_NAME|OTH4_LEVEL|OTH4_DIMEN|OTH4_DSCRP|OTH5_ROOM_NAME|OTH5_LEVEL|OTH5_DIMEN|OTH5_DSCRP|OTH6_ROOM_NAME|OTH6_LEVEL|OTH6_DIMEN|OTH6_DSCRP|FEE_INTERVAL|BED5_LEVEL|BED5_DIMEN|BED5_DSCRP|BTH3_LEVEL|BTH3_DIMEN|BTH3_DSCRP|COUNTY|STATE|ASSESSMENTS|TAXES|TAX_YEAR|HOA_FEE|UNIT_LEVEL|GARAGE_SPACES|GARAGE_PARKING|PARKING_SPACES|PARKING_FEATURE|NO_BATHS|FLOORING|CONSTRUCTION|EXTERIOR_UNIT_FEATURES|INTERIOR_FEATURES|HEAT_ZONES|HEATING|COOLING_ZONES|COOLING|ELECTRIC_FEATURE|WATER|SEWER|APPLIANCES|NO_UNITS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|TOTAL_PARKING|SHORT_SALE_LENDER_APP_REQD
CC|72838980|G9503014|AN1560|ACT|695000|35-37|Haverford Street|4|1|007|02130|N|Spacious, private-entry, ground floor 2 bedroom, 2 bath unit. This is one of five brand-new, modern & luxurious condos in a solid, steel-constructed building. This unit features engineered hardwood floors, recessed lighting, open kitchen/dining/living room space with custom Eclipse cabinetry, Fisher & Paykel appliances, quartz counters, and designer tile. Zero entry (no step up) into the main unit and master shower. Radiant floors in bathrooms! Glass shower doors, on-demand water heaters, washer/gas dryer hookups, and one outdoor off-street parking space. Unit is completed and ready for occupancy. Less than a 1/2 mile to Sam Adams Brewery, Stonybrook Orange Line Train Station, and Southwest Corridor Park.|20|5/30/2021 10:14:00 AM|0|N||A|H|1|||1094|N|3|2|2|0|Y||||||||||1||9,U,44,51|1||13,V,9,47|1||V,9,47|||||||1||13,19,3|1||A|1||L,40,57|LDC|1||9,47|||||||||||||||||||||A|||||||Suffolk|MA|0|0|2020|200|1|0||1||2f;0h||||||B,I||A||A|A||5|N||N|||||1|N
CC|72839030|CN225011|AC0756|ACT|399999|39|Glenville|71A|1|010|02134|N|Best Deal in Allston!!  Large 2 bedroom 1 bath with many upgrades. This property features granite counter tops, newer appliances, brand new luxury vinyl plank flooring, gut renovated bathroom w/ tile surround, and private side entrance. This is one of the largest units in the building at 830sf!! Desirable Allston location, 3 minutes to Green Line T Station, Close to major shopping, dining, and universities. Perfect for investment or owner occupied. Agent Interest.|15|6/1/2021 11:26:00 AM|0|N||A|D,G|1|||830|N|5|2|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|300900|3177.5|2020|540|1|0||0||1f;0h|D|B,C||||F||L|D|A|A|A,C,F,I|20|N|||||||0|N
CC|72839063|BB810215|AN0211|ACT|560000|185|Savin Hill Ave|2|1|002|02125|U|2 Bedroom condo in Savin Hill OTB. Large Kitchen, Dining room. Living Room. Original period detail exists. Needs some updates and cosmetics. Front Porch and Rear Deck. Walk to parks, Savin Hill Red Line T Station. Easy access to I-93. Established HOA exists. *Monthly HOA fee to be confirmed by HOA. See Showing Instructions and Firm Remarks for Showing and Offer Instructions.* Offer Instructions are available to download in the Documents Section. All offers must be submitted by the Buyer's agent via the Agent Portal. If your offer is accepted, you agree to be responsible for an offer submission technology fee of $150.00. The fee will be included on the closing disclosure and paid at the closing of the transaction.|12|5/27/2021 11:56:00 PM|0|N||A|I|1|1018|0.02|1018|N|6|2|1|0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|425800|4496|2020|300|2|0||0||1f;0h||||||C||L||A|A||3|N|||||||0|N
CC|72839101|BB902946|AN2383|ACT|895000|85|East India Row|20C|1|106|02110|N|Prime Location and Amazing and rarely available opportunity to transform this diamond in the rough into a true gem....1 bedroom 1.5 bath home with balcony and amazing views of Boston Harbor.... needs TLC ..similar units often turned into  2 bedroom and 2 bath homes... Elevator, 24 hour doorman, on-site property Management, with outdoor pool and lawn area. Much sought after  building in the heart of the Waterfront and on the doorstep of the City....Easy access to the T, Pike, Expressway, Logan and the Financial District. Enjoy the breathtaking views of Boston Harbor from every room, private out door balcony with Sunny southern exposure. Property represents a GUT JOB but well worth the effort to make this a true waterfront Gem.Sale of property is subject to obtaining a license to Sell from the Suffolk Probate and Family Court.FIRST SHOWINGS JUNE 2nd, 2021 by prior appointment empty easy to show.CALL FOR OFFERS...all offers due. by 5 PM on June  15th, 2021 @5 PM|11|5/28/2021 7:57:00 AM|0|N||A|F|1|1233|0.03|1223|N|4|1|1|1||1|19X16|M|1|10X12|M,P||||1|7X8|L|1|17X12|M||||||||||1|7X5|A|1|6X3|B||||||||||||||||||||||||||||A|||||||Suffolk|MA|918000|6717.19|2021|1444|20|0||1|B|1f;1h|E|C|G|D,V,W|2|B,H,I,M,N|2|A,E,I|D|A|A|B,C,D,H,I|320|Y|G|Y|F||||1|N
CC|72839134|BB806206|AN4818|ACT|1995000|135|Seaport Boulevard|702|1|113|02210|N|New Construction Resort Style Living in Boston's Dynamic Seaport Neighborhood.  7th floor East facing corner 2 BR 2.5 BA with Balcony & 2 Garage Parking included! Direct Harbor views from the living room and balcony! 50,000 SF of indoor and outdoor residential only amenities.  EchelonSeaport residents enjoy 1 indoor and 2 outdoor pools as well as a state of the art fitness facility including an indoor basketball court, sports simulator and hot yoga studio.  The Club Level features a fireplace lounge, private dining room, and outdoor terraces with grill stations and fire pits all designed to be an extension of your home.  Residents will enjoy services including 24/7 concierge, doorman, and porters.  The Sky Lounge & Terrace offers residents the option to entertain overlooking the downtown skyline.  Finishes include white oak wood plank floors throughout, open kitchen with gas cook top & custom Italian cabinetry, Thermador integrated appliances, and spa like marble bath|32|5/28/2021 9:28:00 AM|0|N||A|F|1|||1282|N|4|2|2|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|999|999|20|1657.91|7|2|C|0|J|2f;1h|||I|||B||A||A|A||192|Y|A,G|N|||||2|N
CC|72839142|BB806206|AN4818|ACT|2999000|133|Seaport Boulevard|2106|1|113|02210|N|Enjoy Resort Style Living at EchelonSeaport!  Panoramic City and partial Harbor views from this 21st Floor 2 BR + STUDY 2.5 BA including 2 Parking with Balcony overlooking Seaport Boulevard.  Finishes include white oak wood plank floors throughout, open kitchen with custom Italian cabinetry, Thermador integrated appliances, and spa like marble bath. 2 levels of spectacular retail and restaurants paired with over 50,000 sq ft of indoor and outdoor amenities.  With a focus on innovation and wellness, EchelonSeaport residents enjoy 1 indoor and 2 outdoor pools as well as state of the art fitness facilities including an indoor basketball court, golf simulator and yoga studio.  The Club Level features a  fireplace lounge, private dining room, and outdoor terraces with grill stations and fire pits all designed to be an extension of your home.  24/7 concierge, doormen, porters, and 24/7 Valet Parking.  Ready for Occupancy|37|5/28/2021 9:36:00 AM|0|N||A|F|1|||1527|N|5|2|2|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|999|7539.57|21|2108|21|2|C|0|R|2f;1h|||I|||B||A||A|A||255|Y|A,G|N|||||2|N
CC|72839172|H4502627|G80004|ACT|495000|57|Fulton|11|1|103|02109|N|BEAUTIFUL BRICK-AND-BEAM North End 1-Bed, 1-Bath North End. Expansive and impressive views near the Boston Greenway, Columbus Park, and Faneuil Hall. Recently renovated in 2011. Gleaming bamboo hardwood floors throughout, the kitchen offers stainless appliances, a convection stove top, solid surface bar top with stools. while the bath is modern with a glass tiled tub shower and modern vanity. Enjoy everything the North End has to offer from restaurants, bars, and shopping while being nestled on a side street locale.  Pets welcome! Heat and hot water included in the monthly rent. Coin-operated laundry in basement.|20|5/28/2021 10:29:00 AM|0|N||A|D,G|1|||560|Y|3|1|1|0|N|1||28,K,27|||||||1||K,U,44,48|1||28,V,K||||||||||1||A,21,L|||||||||||||||||||||||||||||||A|||||||Suffolk|MA|530400|5601|2020|257.54|4|0||0||1f;0h|C,K|B||D,R||A,C||B||A|A|C,H,I|12|N||N|||||0|N
CC|72839312|TM317516|AN0502|ACT|939000|521|East Eighth|6|1|005|02127|N|Distinct design. Uncompromising craftsmanship. Unparalleled finishes. Spectacular south facing penthouse unit with excellent outdoor space. For the discerning buyer, a spectacular new construction development with exceptional fit & finish. A robust kitchen with inset cabinets, chevron marble backsplash, paneled appliances and large island set the tone, integrating with a living room fit with a sleek custom fireplace and custom built-ins.  Wide plank European oak floor, stunning master bathroom with walnut vanity, and spacious master bedroom. No expense or detail has been spared in thoughtfully crafted timeless design. Preconstruction opportunity. Inquiry for floorplan and spec package.|5|5/28/2021 2:12:00 PM|0|N||A|H|1|||1075|N|4|2|2|0|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|9999|9999|9999|9999|3|1||0||2f;0h||||||B||A||A|A||7|N||||||Living area is approximate. Seller will not negotiate any discrepancies.|1|N
CC|72839414|BB801064|AN4928|ACT|2995000|20|Rowes Wharf|309|1|106|02110|N|Panoramic Harbor views at the Waterfront's finest doorman building - Rowes Wharf. Perfectly positioned above the Harbor, nearly 2,000 sq/ft residence is located at the 'nose' of the Wharf and enjoys water views from every room. Gracious foyer leads to large living/dining area with unobstructed harbor views. Flexible floor plan allows for opening kitchen and creating grand entertaining space. Kitchen can also be relocated to create third bedroom or study. Huge master with plenty of closets and en-suite bath with soaking tub, separate walk-in shower. Guest bed with balcony and adjacent full bath. Two deeded garage parking and private storage. Residents have access to unparalleled services and amenities of The Boston Harbor Hotel as well as 24-hour concierge and doorman service. A+ location on the primary footpath of the Waterfront and across from the Greenway, North End, Financial Center, Seaport District, South/North Station, TD Garden and close to all major points of transportation.|25|5/28/2021 6:53:00 PM|0|N||A|G|1|1973|0.05|1973|N|4|2|2|1|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|2556885|24359.5|2021|4494.59|3|2|C,F,I,J|0||2f;1h|J,M,G|B,C,H|G||2|A,G,M,N|2|A,D,H,I||A|A|B,C,D,F,H,I,J,K,L,V,Y|98|Y|G|Y|F||||2|N
CC|72839476|CN226566|AN6199|ACT|1225000|121|Beach Street|401|1|112|02111|N|SOHO STYLE DESIGNER LOFT in a prime location at leather district. Steps away from Financial District, Boston Downtown, South Station, Seaport and short commute to Logan airport. This desirable sunny corner Loft consists of two bedrooms, two full bathrooms, 1,512 sq. ft, 11 feet height terra-cotta vaulted ceilings, exposed brick walls and filled with natural Sunlight through thirteen over sized windows. Spacious open plan layout with entrance coat closet, stainless steel appliances, Miele dishwasher, gas cooktop kitchen island with plenty of storage, wine fridge, walk-in pantry, central A/C, in-unit full size washer & dryer. Stunning Brazilian tiger hardwood floor throughout, and custom made built-in wall cabinets. Spacious master bedroom en-suite with two large double door closets. Modern style master bathroom equipped with Japanese style bidet toilet seat, built-in medicine cabinet and carrara marble stone walk in shower. Professionally managed elevator building.|27|5/29/2021 7:05:00 AM|0|N||A|G,J,N|1|||1512|Y|5|2|2|0|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|929200|9812.35|2021|493|4|0||0||2f;0h|C,J,M|B,C||D,G,R|1|A,B,I,J,M,N|1|A,H,I|A,B,D|A|A|D,F,P,Q,R,S,T,2,5|26|N||N|||||0|N
CC|72839588|CN212084|AN2428|ACT|295000|790|Hyde Park Ave|21|1||02136|N|Great owner occupied or investment opportunity. This condo features 2 spacious bedrooms, an open concept kitchen and living space with a balcony for your enjoyment. There is deeded parking in the rear of the building and a laundry room. Open House 6/5/21 and 6/6/21 12-1pm. May not quality for FHA financing. Offers due Monday 6/7 at 5pm|11|5/29/2021 3:48:00 PM|0|N||A|G|1|780|0.02|780|N|4|2|1|0|N||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|149500|1579|2020|416|2|0||1||1f;0h||||||A,B||A||A|A||78|N|||||||1|N
CC|72839720|CN225409|NB2043|ACT|479900|35|Glencoe St|20|1|011|02135|N|Jump right in to the heated pool this summer! Pretty residential area, roomy two bedroom, one-bathroom condo with wide open floor plan, built-in wall A/C...great use of space. This nice unit comes with one off-street deeded parking spot.  Cat Friendly association. Elevator and laundry in building. Walking distance to public transportation. Well-managed condo with strong association.  HOA fee covers gas heat & hot water, etc.  It is close to shopping, restaurants and public transportation. Walking distance to WGBH and New Balance. Blocks walk to 86 and 64 busses. Approximately a half mile walk to Boston Landing Commuter Rail, Brighton center and 57 bus.|10|5/30/2021 4:04:00 PM|0|N||A|G|1|||805|N|4|2|1|0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|355400|3819.37|2021|445|2|0||1|F|1f;0h|M|||G||C||C||A|A|I|38|N|||||||1|N
CC|72839772|CT007701|AN1745|ACT|549900|180|TELFORD ST|607|1|010|02134|N|Welcome to your Penthouse condo in popular 180 Telford, Allston's premier luxury full amenity building built in 2018. Top floor southeast facing w/spectacular city views. High 8'8 ceilings, tons of natural light, oversized windows & high end designer finishes. Kitchen features custom cabinetry, quartz counters, SS appliances, pendant lighting and opens to beautiful living & bedroom areas overlooking the majestic Charles River. Plenty of closets, in-unit washer/dryer, private storage unit & Garage parking space. Ideally located along the Charles River, this location offers easy access to Harvard, Allston, Brighton, Boston Landing & downtown Boston. Short walk to Star Mkt, TraderJoe's, Starbucks, Harvard, River Bike trails, cafes, restaurants. AMENITIES: *Fitness Center *Dog Wash *Club Lounge w/FP & Flat screen TVs *Work Spaces *Rowing Room *Digital Locker Package System *Bike Garage *Garage Parking*Security *Large Courtyard w/2 Grills & Fire pit. Fabulous Location & Great Neighborhood !|32|5/31/2021 7:53:00 AM|0|N||A|G|1|||500|Y|3|1|1|0||1|12X8|K,4,44,63|||||||1|14X7|W,K,U,44,51,63|1|12X9|W,K,4||||||||||1||19,L,U||||1|||||||||||||||||||||||||||A|||||||Suffolk|MA|430500|1444.15|2021|355|6|1|C,I|1|A,F|1f;0h|M|B|D,R||1|B,I|1|A|F|A|A|P,R,S,T,1,2,5|85|N||Y|N|||Floor Plan uploaded as attachment in MLS listing|2|N
CC|72839806|NB113035|NB3715|ACT|515000|35|Fleet Street|35|1|103|02113|N|This bi-level home is part of the 21 Moon Street Co-op. Very unique and charming duplex with a private entrance! Taxes are INCLUDED in the monthly 21 Moon Street Co-op fee! Super high ceilings and open floor plan. Natural wide pine floors, exposed stone and beams, and abundant brick add to the charm and character. Comfortable eat in kitchen. Spiral staircase leads to 235 sf den/office/bedroom.  The building offers an amazing roof deck with city and water views, a roomy storage locker in the basement, and common laundry. Pets allowed with board approval. Ask about rental parking!|22|5/31/2021 10:11:00 AM|0|N||B|C|2|||683|Y|4|1|1|0|N||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|99999|99999|2021|453|1|0||0|D,P|1f;0h|A,C|B|C|D|1|C|0|B||A|A|A,C,F,I|15|N|||||Y||0|N
CC|72839814|TM325586|AN4691|ACT|529999|32|Wentworth|2|1|002|02124|N|Incredible NEW CONSTRUCTION opportunity In red hot Dorchester market! Be the first to enjoy this unit in all of its glory! From the herring bone tile entry way all the way through this project you will be met with thought and detail few developments possess. Upon entering you will be greeted with the flooding light of oversized windows and incredible high ceilings. The accented pennisula and custom TV built in are just some of the extras you won't be expecting to find. Beautiful custom kitchen with cabinets going all the way to the ceiling utilize every inch of space. The unit features two custom bathrooms complete with designer tile and tasteful fixtures. 2 rear facing bedrooms with a balcony of the primary bedroom. Both have additional storage above the closets. MAJOR BONUS is the ever important flex space! Large enough for a small guestsleeping quarters, perfect for in home office or gym! 1 off street parking space, Blocks for Ashmont T and many DOT favorites! Only 2 units left!!|22|5/31/2021 10:47:00 AM|0|N||A|I|1|||1041|Y|5|2|2|0|N|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|999|999|2021|230|2|0||1||2f;0h||||||B||A||A|A||3|N||||||Based on unit floor plan and subject to change when As-Builts are complete|1|N
CC|72839816|TM325586|AN4691|ACT|549999|32|Wentworth|3|1|002|02124|N|Incredible NEW CONSTRUCTION opportunity In red hot Dorchester market! Be the first to enjoy this unit in all of its glory! From the herring bone tile entry way all the way through this project you will be met with thought and detail few developments possess. Upon entering you will be greeted with the flooding light of oversized windows and incredible high ceilings. The accented pennisula and custom TV built in are just some of the extras you won't be expecting to find. Beautiful custom kitchen with cabinets going all the way to the ceiling utilize every inch of space. The unit features two custom bathrooms complete with designer tile and tasteful fixtures. 2 rear facing bedrooms with a balcony of the primary bedroom. Both have additional storage above the closets. MAJOR BONUS is the ever important flex space! Large enough for a small guestsleeping quarters, perfect for in home office or gym! 1 off street parking space, Blocks for Ashmont T and many DOT favorites! Only 2 units left!!|22|5/31/2021 10:50:00 AM|0|N||A|I|1|||1041|Y|5|2|2|0|N|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|999|999|2021|230|3|0||1||2f;0h||||||B||A||A|A||3|N||||||Based on unit floor plan and subject to change when As-Builts are complete.|1|N
CC|72839834|CN229662|C95600|ACT|990000|371|Marlborough Street|4|1|101|02115|N|Beautiful Back Bay penthouse on gorgeous tree-lined Marlborough Street in four unit brownstone. Newly built, private roof deck with full staircase and stunning views of the Prudential Center and Charles River. Renovated kitchen features premium appliances, quartz eat-in countertops, cherry cabinets, and integrated bar with wine refrigerator. Sundrenched living room with exposed brick and expansive storage closet completes this uninterrupted space. Newer bathroom with radiant tile heat. Hardwood floors throughout, central air conditioning, in unit laundry, walk-in bedroom closet.  New gas boiler installed in 2019, new roof installed in 2017. Steps to Newbury St. shops and restaurants, Charles River, Copley Square and public transportation.|20|5/31/2021 11:35:00 AM|0|N||A|J|1|843|0.02|843|N|3|1|1|0|Y||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|869100|9355.36|2021|289.19|4|0||0||1f;0h|M|B|M,R|||C||A||A|A|A,C,F,I,J,K,L|4|N||||N|||0|N
CC|72839874|CT001139|BB5919|ACT|2050000|31|Worcester Sq|1|1|104|02118|U|Perfectly designed for today’s lifestyle, this totally renovated duplex features an effortless open floor-plan that flows out to a hidden garden terrace, giving direct access to private 2-car parking. With 3 bedrooms plus an office, this beautiful home captures leafy views from the first floor and garden level of a historic bowfront building overlooking picturesque Worcester Square’s green space with fountain. Comfort and style are paired in a fresh neutral-hued décor at once classic and modern. For easy entertaining, the fireside living/dining areas combine with the gourmet kitchen in one voluminous space where an airy glass wall connects to the inviting terrace designed as an extension of the indoors. Along with Thermador appliances, the kitchen has an expansive marble island/bar. The spacious primary bedroom suite features a versatile sunroom/nursery/office, walk-in closet and luxe radiant-heated marble bath. The quiet South End setting has noted restaurants and cafes right at hand.|35|5/31/2021 12:48:00 PM|0|N||A|B|2|||2041|N|6|3|2|1|Y|1|23X25|C,W,K,X,41,44,47|||||||1|19X12|K,5,44,47,51|2|14X13|I,W,K,47|2|15X12|V,W,L,47|2|9X10|V,K,47||||2|6X11|A,14,19,W,L,47|2|8X5|A,21,W,47|1||K|OFC|2|8X12|K,47|EHL|2|7X22|V,K,47|FOY|2|6X12|L,41|||||||||||||A||||1|3X5|B,K|Suffolk|MA|1939000|20476|2020|338|1|0||2|C,E|2f;1h|J,M,Q|B|D|C|2|B|2|A|D,F|A|A|A,C,D,F,I,J,K,L,Q,Y|3|N|||||||2|U
CC|72839882|TM325586|AN4691|ACT|579999|337|Chelsea|1|1|019|02128|N|LAST UNIT LEFT!! A red hot development corner is forming at this bustling corner of East Boston and 337 Chelsea St is right in the middle of it all. This NEW CONSTRUCTION unit is tastefully designed and has thoughtful aesthetic choices making this building stand out amongst a cluster of beautiful new development. The custom wood entrance greets you hello as you step into this brand new construction unit. The white oak floors set the tone for a consistently custom unit. Open floor plan features white custom cabinetry, white quartz countertops, and herringbone backsplash. The guest bathroom features lovely tile choices. The master bedroom is rear-facing for additional privacy with ample closet space and an ensuite bathroom. In-unit laundry and ultra-efficient heating and air complete this unit. Common outdoor space in the rear and walking distance to massive Bremen Park, the YMCA, and the Blue line. Don't miss your opportunity to be the first one to own this incredible unit.|22|5/31/2021 1:04:00 PM|0|N||A|I|1|||1000|N|4|2|2|0|Y|1|||||||||1|||1|||1|||||||||1|||1|||1|||||||||||||||||||||||||||A|||||||Suffolk|MA|999|999|2021|250|1|0||0||2f;0h|M|A|D|D,G|3|13|3|V||A|A|A,C,D,F,I,J|4|N||||||Living area was measured and approximate and subject to change in final as-built.|0|N
CC|72839905|BB807255|BB3351|ACT|1029000|125|Beacon St|10|1|101|02116|N|Fully furnished upscale condominium now available in a dream Back Bay location! This pristine Brownstone, with elevator  on a tree lined street, steps from the Public Gardens and Charles River Esplanade. Placed on the 5th floor, the unit offers an open layout family room/dining room, with a spacious bedroom with a walk-in California closet. Features include a High-end kitchen with glass cooktop stove, double sink, and stainless steel appliances, renovated bath, high ceilings, hardwood floors and  central air.  Shopping, restaurants, public transportation, and the beauty of Boston is right outside your doorstep with this special, hard to come by opportunity. Available Now. - Masks are required for showings. Open house Saturday and Sunday from 11am to 12:30pm.|9|5/31/2021 2:34:00 PM|0|N||A|G|1|||670|N|3|1|1|0|N||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|670200|7077.31|2020|357.58|5|0||0|D|1f;0h|C,M|||D,G|1|B,G|1|A||A|A|A,C,I|13|N||N||N|||0|N
CC|72839934|BB901192|BB9775|ACT|645000|215|Maverick Street|3|1|05L|02128|N|Beautiful 2 bedroom 2 bath condo in recently renovated three unit building. Central air/central heat. In unit washer/dryer. Rear deck.  Third floor will have roof rights.  Walk to all Jeffries Point offers. Several blocks from Piers Park, Maverick Square T Station and lots of shops and restaurants. There is a curb cut and 8 foot unpaved way leading to rear of property.  Seller is willing to deed one 8.5 by 20 foot spot to each unit if buyer chooses.|9|5/31/2021 4:45:00 PM|0|N||A|I|1|||971|N|5|2|2|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|0|0|2021|198|3|0||1||2f;0h|||||11|A,B|1|A||A|A||3|N|||||||1|N
CC|72839935|BB901192|BB9775|ACT|637500|215|Maverick|2|1|05L|02128|N|Beautiful 2 bedroom 2 bath condo in recently renovated three unit building.  Central air/central heat.  In unit washer/dryer.  Rear deck. Walk to all Jeffries Point offers.  Several blocks from Piers Park, Maverick Square T Station and lots of shops and restaurants. There is a curb cut and 8 foot unpaved way leading to rear of property.  Seller is willing to deed one 8.5 by 20 foot spot to each unit if buyer chooses.|7|5/31/2021 4:45:00 PM|0|N||A|I|1|||883|N|5|2|2|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|0|0|2021|192|2|0||1||2f;0h|||||1|A,B|1|A||A|A||3|N|||||||1|N
CC|72840000|CN205427|NB5077|ACT|1525000|63|Worcester Street|1|1|104|02118|N|Elegant and sun-filled two bedroom two and a half bathroom on beautiful tree-lined Worcester Street! This charming parlor and garden duplex offers two oversized living areas on the parlor level, high ceilings, gas fireplace, stunning period detail, and custom millwork throughout. The open concept kitchen features a breakfast bar, stainless steel appliances, and an abundance of storage. Downstairs, the spacious Master bedroom has an en-suite bath with double vanity and excellent closet space. The graciously sized second bedroom with its own full bathroom is ideal as a nursery, home office or guest bedroom. Enjoy the beautifully landscaped patio which is perfect for entertaining or as a tranquil garden oasis within the heart of the city. This home is complete with central A/C, in-unit laundry, and direct access to DEEDED parking space. Nestled only a short walk from Toro, Bar Lyon, Kava and many other wonderful restaurants and parks that the vibrant South End has to offer.|14|6/3/2021 9:44:00 PM|0|N||A|J|2|||1424|N|5|2|2|1|Y||||||C,K,64,67|||C,K,47|||B,K,9,O,T,U,5,47,51|||A,14,I,K||||||||||||||||||||||||||||||||||||||||||||||||||Suffolk|MA|1301500|13887|2021||1|0||1|F|2f;1h|||D|C||A,B,I|2|A||A|A|A,C,D,F,I,J,K,L|2|N|||||||1|N
CC|72840038|BB301352|BB6633|ACT|324500|362|Commonwealth Avenue|1B|1|101|02115|N|Incredible opportunity to purchase the least expensive condominium in Back Bay that is currently on the market....This Studio home has a newer kitchen and a new bathroom with an oversized stall shower....Located in the heart of Back Bay, this unit features hardwood floors and nice ceiling height...There is an incredible common roof deck, renovated common areas and laundry in the building.  Located a few short blocks to the T, area hospitals, shopping, Newbury Street, South End and all the villages of Boston....Wonderful for an owner occupant, investor or as a great in-town pied-a-terre...|13|6/1/2021 12:22:00 AM|0|N||A|G|1|||260|N|2|0|1|0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||A|||||||Suffolk|MA|381400|4100|2021|173.62|1|0||0||1f;0h|A|B|M|||C||B||A|A|A,I,J|68|N|||||||0|N
CC|72840046|BB809482|AC1991|ACT|649000|63|Maverick Sq|8|1|019|02128|N|Beautiful Maverick Square 2 bedroom 1 bath penthouse unit in brick building.  Large, quiet, 2nd floor rear unit features open concept kitchen- dining- living area which flows nicely on to your own private roof deck with new composite decking and roof.  Big eat in kitchen features breakfast bar AND dining area, stainless appliances, closet, tile backsplash and plenty of counter space.  Designer lighting, Absolutely gorgeous dark stained maple floors were recently refinished.  Hardwood and high ceilings throughout. Laundry in unit.  Updated fully tiled bath. 1 parking space directly behind the building & guest parking available for owner occupants.  Central A/C, skylights, Condo fee includes heat. This unit also has roof rights for potential living area expansion or add second roof deck.  Commuters dream right on the blue line. locked storage. Close to East Pier MBTA water taxi to Downtown Boston, East Boston Greenway & restaurants.|29|6/1/2021 12:40:00 AM|0|N||A|N|1|1388|0.03|1388|Y|4|2|1|0||2|17X22|K,11,2|2|10X18|K||||2|12X21|E,K,O,T,U,2,25,39,44,47,51,57,61|2|14X13|G,K,2|2|10X18|E,K,2|||||||2|6X10|||||2|3X3||||||||||||||||||||||||||A|||||||Suffolk|MA|521700|5509|2020|500.99|2|0||1|A,E|1f;0h|M||C|||C||A||A|A|A,C,D,F,I,J,K,L|14|N||||N|||1|N
